Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
25-February-2025,668.95,672.20,660.10,661.75,665.239296847619574640,433704,18670,288516944.00,129809,29.93,12.10,-7.20
24-February-2025,670.00,676.75,666.00,668.20,671.034308672042911016,377339,18185,253207415.00,127469,33.78,10.75,-1.80
21-February-2025,686.00,690.15,671.30,672.90,676.970769560471873489,1003235,36721,679160770.00,458414,45.69,18.85,-13.10
20-February-2025,680.75,692.60,675.30,689.90,687.735628111593387680,595555,11750,409584392.00,214693,36.05,17.30,9.15
19-February-2025,680.70,690.90,675.50,680.85,683.699778952588271879,475916,10202,325383664.00,119886,25.19,15.40,0.15
18-February-2025,687.00,688.00,672.50,681.60,678.846697023441050511,789939,23339,536247481.00,373468,47.28,15.50,-5.40
17-February-2025,679.80,690.60,667.00,686.50,683.678938086770721284,546636,11788,373723520.00,151581,27.73,23.60,6.70
14-February-2025,685.05,691.00,669.30,680.25,678.292273125841661033,1115354,38189,756536000.00,429928,38.55,21.70,-4.80
13-February-2025,687.75,693.20,679.35,683.65,686.798169704543151017,779437,22262,535315905.00,245432,31.49,13.85,-4.10
12-February-2025,679.70,687.45,667.40,684.40,678.837491555431313625,729759,17025,495387769.00,153347,21.01,20.05,4.70
11-February-2025,696.65,696.65,675.00,677.70,682.479626175382273488,626711,22086,427717489.00,284682,45.42,21.65,-18.95
10-February-2025,711.65,711.65,693.15,695.80,698.521267460273692005,507724,15202,354656012.00,217287,42.80,18.50,-15.85
7-February-2025,713.65,715.90,703.30,706.55,709.680250948337395647,418891,10146,297278670.00,119116,28.44,12.60,-7.10
6-February-2025,722.25,723.80,707.95,709.55,714.697766376024308439,716459,22741,512051647.00,257964,36.01,15.85,-12.70
5-February-2025,711.00,725.35,710.90,717.20,719.479051570227644763,1091657,30205,785424343.00,381800,34.97,14.45,6.20
4-February-2025,696.00,713.05,693.60,710.70,705.847794828791490893,1283143,34456,905703657.00,422784,32.95,19.45,14.70
3-February-2025,701.70,701.70,686.00,687.45,690.282006101674436400,794536,23759,548453904.00,361191,45.46,15.70,-14.25
1-February-2025,724.85,724.85,701.40,706.10,712.622828360822058018,779653,17123,555598526.00,,,23.45,-18.75
31-January-2025,706.55,717.05,696.45,716.00,706.491675141108978108,1708077,42264,1206742181.00,641694,37.57,20.60,9.45
30-January-2025,715.00,715.00,684.25,697.00,698.656146041932600234,2561730,73751,1789768409.00,821023,32.05,30.75,-18.00
29-January-2025,732.35,755.00,726.50,752.45,742.244920777108446993,908702,38070,674479444.00,288107,31.71,28.50,20.10
28-January-2025,715.60,740.55,707.55,728.45,725.237800297604210060,1183451,35728,858283400.00,375536,31.73,33.00,12.85
27-January-2025,733.90,733.90,709.40,713.15,717.976288665202825894,762378,21778,547369327.00,345601,45.33,24.50,-20.75
24-January-2025,752.45,754.00,732.30,733.90,740.281756355573658108,697262,29996,516170338.00,219142,31.43,21.70,-18.55
23-January-2025,743.00,759.85,739.65,752.55,751.590058352373039775,616256,21123,463171883.00,161835,26.26,20.20,9.55
22-January-2025,766.20,766.20,731.10,742.95,742.719861418535270907,519550,12674,385880104.00,142465,27.42,35.10,-23.25
21-January-2025,775.75,786.60,758.10,759.95,770.814477568087910235,806641,23862,621770561.00,226818,28.12,28.50,-15.80
20-January-2025,784.75,784.75,767.00,774.20,774.093119977928751250,289970,9228,224463782.00,87841,30.29,17.75,-10.55
17-January-2025,774.40,785.20,772.00,779.40,780.016384594552327333,524334,16240,408989111.00,177153,33.79,13.20,5.00
16-January-2025,770.75,780.95,768.00,774.40,774.758794702523186586,370365,8616,286943541.00,110731,29.90,12.95,3.65
15-January-2025,773.65,780.00,756.45,763.45,767.076054015537114852,804139,23501,616835771.00,285156,35.46,23.55,-10.20
14-January-2025,751.00,779.00,751.00,770.60,772.800929700403672639,805851,16345,622762402.00,303760,37.69,28.00,19.60
13-January-2025,769.80,773.35,748.85,750.75,762.202318081114444780,489284,12703,372933399.00,101551,20.76,24.50,-19.05
10-January-2025,780.05,787.80,767.10,774.45,778.852469104722264180,536247,10981,417657300.00,88876,16.57,20.70,-5.60
9-January-2025,798.95,809.95,769.65,780.05,784.526634587616869404,820681,30547,643846103.00,230799,28.12,40.30,-18.90
8-January-2025,792.00,797.00,781.75,794.85,789.687089908504140797,1009226,36461,796972743.00,340177,33.71,15.25,2.85
7-January-2025,771.00,797.00,771.00,793.40,786.062910201379294073,678173,13986,533086642.00,116416,17.17,26.00,22.40
6-January-2025,796.20,797.30,765.05,775.95,783.274645820761159949,1509617,53058,1182444721.00,681720,45.16,32.25,-20.25
3-January-2025,767.95,800.50,761.90,790.40,786.931100028856612233,1351510,29060,1063545251.00,332911,24.63,38.60,22.45
2-January-2025,759.30,767.00,749.50,764.95,757.251018161605225775,1101004,41511,833736400.00,376879,34.23,17.50,5.65
1-January-2025,741.60,750.90,736.25,749.25,743.328963901115419303,518908,19027,385719346.00,156653,30.19,14.65,7.65
31-December-2024,733.65,743.25,732.80,740.70,738.407399280947619510,638062,22168,471149702.00,190672,29.88,10.45,7.05
30-December-2024,753.50,754.05,730.80,733.75,742.727097929620275646,743197,34478,551992551.00,305735,41.14,23.25,-19.75
27-December-2024,747.85,766.75,745.70,750.55,756.679652247886995927,1236628,38532,935731245.00,341066,27.58,21.05,2.70
26-December-2024,737.65,747.60,736.00,740.80,741.219854613401414750,756741,29220,560911454.00,248914,32.89,11.60,3.15
24-December-2024,723.95,745.00,722.50,736.35,736.080933936315968394,970730,31326,714535845.00,255595,26.33,22.50,12.40
23-December-2024,733.75,733.75,718.00,722.50,726.842393380514105002,507834,16453,369115280.00,211070,41.56,15.75,-11.25
20-December-2024,745.00,749.45,721.55,724.00,733.688781603230009849,1433556,75045,1051783955.00,607368,42.37,27.90,-21.00
19-December-2024,742.00,755.80,741.35,744.30,746.676835724979004637,1095480,61940,817969540.00,527273,48.13,14.45,2.30
18-December-2024,775.95,775.95,754.00,755.70,761.420874097468552392,722551,21209,550165414.00,286785,39.69,21.95,-20.25
17-December-2024,785.00,796.50,778.00,779.35,786.331742178112674591,365353,10141,287288661.00,115001,31.48,18.50,-5.65
16-December-2024,790.00,794.00,783.00,784.70,786.854101488602568744,491602,24299,386819050.00,214239,43.58,11.00,-5.30
13-December-2024,792.35,792.40,775.00,790.60,785.806158261372784838,508033,13403,399215460.00,169436,33.35,17.40,-1.75
12-December-2024,803.00,803.00,784.95,786.30,789.734099877198609895,526867,14145,416084836.00,233042,44.23,18.05,-16.70
11-December-2024,803.90,806.80,798.05,799.00,802.724393132502657959,627361,19974,503597978.00,244814,39.02,8.75,-4.90
10-December-2024,805.75,810.45,797.55,800.00,803.235377590212117571,840713,25913,675290424.00,299334,35.60,12.90,-5.75
9-December-2024,821.95,821.95,796.65,798.90,807.910526724250385148,605611,17093,489279502.00,250917,41.43,25.30,-23.05
6-December-2024,794.45,818.70,785.15,816.75,803.714753710617768931,1555873,41269,1250478085.00,595097,38.25,33.55,22.30
5-December-2024,791.65,797.30,780.90,792.55,789.007471075982677906,866408,29388,683602385.00,243650,28.12,16.40,0.90
4-December-2024,806.50,806.50,784.00,788.25,792.446077227846699691,415446,13290,329218553.00,149087,35.89,22.50,-18.25
3-December-2024,793.95,805.90,789.95,801.15,798.087681315605768643,310853,10034,248087950.00,102971,33.13,15.95,7.20
2-December-2024,787.35,796.50,785.00,789.95,790.419262965011164052,819147,27042,647469568.00,285480,34.85,11.50,2.60
29-November-2024,780.40,789.20,777.00,786.85,784.184461864589518940,904317,27286,709151340.00,260329,28.79,12.20,6.45
28-November-2024,782.95,792.60,778.30,779.85,785.139879386605872839,821136,33425,644706620.00,293881,35.79,14.30,-3.10
27-November-2024,785.95,791.80,779.25,784.35,785.610560452803618095,590808,24945,464145004.00,225155,38.11,12.55,-1.60
26-November-2024,797.80,801.80,780.55,783.25,790.654943082019698957,719632,30976,568980598.00,272206,37.83,21.25,-14.55
25-November-2024,809.35,810.00,793.65,796.80,802.094973532357289331,712946,28119,571850403.00,258159,36.21,16.35,-12.55
22-November-2024,775.15,794.00,775.15,791.25,784.646231840913454678,567691,16195,445436604.00,162763,28.67,18.85,16.10
21-November-2024,787.70,787.70,766.40,773.70,775.785195000061650351,1054333,37146,817935932.00,316931,30.06,21.30,-14.00
